Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,MaritalDesc,Performance Score,Current Employee Rating,Education,JobSatisfaction,JobInvolvement,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,OverTime,StandardHours,DistanceFromHome,EducationField,AgeAtExit,TenureDays,IsManager,OverTimeBinary,DistanceFromHome_norm,TenureDays_norm,EngagementScore_inv,SatisfactionScore_inv,WorkLife_inv,JobInvolvement_inv,JobSatisfaction_inv,TurnoverScore
3233.0,5.0,3.0,1.0,Julia,Vargas,22-Aug-20,26-Aug-20,IT Support,Jim Mccormick,julia.vargas@bilearner.com,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Fact order police ability another pretty add.,Production       ,Engineers,Coordinator,Male,14249.0,Widowed,Fully Meets,3.0,3.0,2.0,3.0,1.0,0.0,9.0,2.0,8822.0,6.0,No,80.0,11.0,Business Administration,51.0,4.0,0,0.0,0.35714285714285715,0.0,0.0,0.5,1.0,0.33333333333333326,0.75,0.48885422875604073
1694.0,3.0,5.0,3.0,Malia,Reynolds,09-Apr-21,29-May-21,CIO,Dennis Gardner,malia.reynolds@bilearner.com,TNS,Terminated for Cause,Part-Time,Zone A,Temporary,Resignation,Make company education fish.,IT/IS,Aerial,Foreman,Male,82773.0,Married,Fully Meets,3.0,1.0,4.0,2.0,7.0,3.0,7.0,6.0,10325.0,11.0,Yes,80.0,3.0,Construction Management,59.0,50.0,0,1.0,0.07142857142857142,0.02839506172839506,0.5,0.0,0.5,0.6666666666666667,0.25,0.4898668608002883
3534.0,4.0,3.0,2.0,Lee,Frye,14-Sep-18,,President & CEO,Sonia Diaz,lee.frye@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,Project Manager,Female,97002.0,Single,Fully Meets,4.0,3.0,3.0,3.0,8.0,2.0,5.0,1.0,6579.0,23.0,No,80.0,26.0,Business Administration,,359.0,0,0.0,0.8928571428571428,0.2191358024691358,0.25,0.5,0.75,0.33333333333333326,0.5,0.5589808524813327
3696.0,2.0,1.0,2.0,Aldo,Dyer,02-Sep-20,26-May-23,Production Manager,Chase Ramirez,aldo.dyer@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Arrive its during organization about.,Production       ,Wireless,Laborer,Female,74423.0,Widowed,Fully Meets,3.0,3.0,1.0,1.0,6.0,2.0,8.0,2.0,7040.0,8.0,Yes,80.0,24.0,Management,33.0,996.0,1,1.0,0.8214285714285714,0.6123456790123457,0.75,1.0,0.75,1.0,1.0,0.8343903709524314
2131.0,1.0,2.0,1.0,Kaiya,Marsh,06-Jun-20,12-Mar-22,Production Technician I,John Harvey,kaiya.marsh@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Dream enough treatment knowledge area.,Production       ,Field Operations,Laborer,Female,88590.0,Widowed,Needs Improvement,4.0,3.0,3.0,4.0,9.0,6.0,8.0,3.0,3407.0,17.0,No,80.0,28.0,Management,71.0,644.0,0,0.0,0.9642857142857143,0.3950617283950617,1.0,0.75,1.0,0.0,0.5,0.6320977079532591
1105.0,1.0,4.0,1.0,Shakira,Perry,08-Oct-20,04-Dec-22,Production Technician I,Mark Jacobs,shakira.perry@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Others suggest generation budget large west real.,Production       ,General - Con,Technician,Female,2176.0,Single,Fully Meets,3.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,5163.0,14.0,No,80.0,2.0,Technical Engineering,74.0,787.0,0,0.0,0.03571428571428571,0.4833333333333333,1.0,0.25,1.0,0.6666666666666667,0.25,0.4664256992456288
1170.0,1.0,5.0,4.0,Jaylen,Serrano,16-Jul-23,,Production Technician II,Stacy Ellis,jaylen.serrano@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Underground,Laborer,Female,53112.0,Single,Fully Meets,3.0,5.0,3.0,3.0,4.0,1.0,4.0,2.0,3038.0,20.0,No,80.0,6.0,Management,,359.0,0,0.0,0.17857142857142855,0.2191358024691358,1.0,0.0,0.25,0.33333333333333326,0.5,0.34608025351438476
2060.0,5.0,5.0,5.0,Angelina,Russell,26-Jan-23,,Production Technician I,David Perkins,angelina.russell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,Tower Hand,Female,96077.0,Divorced,Fully Meets,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,2404.0,13.0,No,80.0,7.0,Management,,359.0,0,0.0,0.2142857142857143,0.2191358024691358,0.0,0.0,0.0,0.33333333333333326,0.5,0.17708266276526408
2263.0,3.0,1.0,4.0,Kali,Yates,07-Jan-20,,IT Manager - Support,Casey Galvan,kali.yates@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,IT/IS,General - Sga,Assistant,Male,10273.0,Single,Fully Meets,2.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,2437.0,16.0,Yes,80.0,17.0,Management,,359.0,1,1.0,0.5714285714285714,0.2191358024691358,0.5,1.0,0.25,0.6666666666666667,0.5,0.6523134005324553
3609.0,2.0,2.0,4.0,Kayleigh,Harmon,02-Jun-21,,Software Engineering Manager,Frederick Harrison,kayleigh.harmon@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),Technician,Female,21318.0,Widowed,PIP,3.0,3.0,4.0,3.0,0.0,3.0,1.0,0.0,3798.0,10.0,No,80.0,4.0,Technical Engineering,,359.0,1,0.0,0.10714285714285714,0.2191358024691358,0.75,0.75,0.25,0.33333333333333326,0.25,0.40678021052354774
1459.0,5.0,2.0,5.0,Noe,Glenn,08-Sep-21,,Production Technician I,Joshua Watkins,noe.glenn@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,Technician,Male,46927.0,Single,Exceeds,3.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,10932.0,15.0,No,80.0,28.0,Technical Engineering,,359.0,0,0.0,0.9642857142857143,0.2191358024691358,0.0,0.75,0.0,1.0,1.0,0.5675124690589377
1887.0,2.0,3.0,3.0,Esther,Spears,23-Mar-22,,Production Technician I,Ashley Clark,esther.spears@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,Tower Hand,Male,78957.0,Divorced,Fully Meets,3.0,3.0,2.0,3.0,9.0,5.0,7.0,2.0,3579.0,21.0,Yes,80.0,1.0,Management,,359.0,0,1.0,0.0,0.2191358024691358,0.75,0.5,0.5,0.33333333333333326,0.75,0.546828635766529
1951.0,4.0,1.0,3.0,Lindsay,Copeland,26-Aug-20,30-May-21,Sales Manager,Jeffery Snyder,lindsay.copeland@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Final send three.,Sales,Aerial,Foreman,Female,32929.0,Married,Fully Meets,3.0,4.0,3.0,3.0,8.0,9.0,6.0,5.0,9852.0,19.0,Yes,80.0,2.0,Construction Management,60.0,277.0,1,1.0,0.03571428571428571,0.1685185185185185,0.25,1.0,0.5,0.33333333333333326,0.5,0.5020457140253536
3237.0,5.0,1.0,2.0,Landon,Mayo,21-Nov-22,,Software Engineering Manager,Samantha David,landon.mayo@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Eng,Executive Assistant,Male,69369.0,Married,Exceeds,3.0,3.0,3.0,1.0,2.0,4.0,6.0,4.0,7211.0,25.0,No,80.0,9.0,Management,,359.0,1,0.0,0.2857142857142857,0.2191358024691358,0.0,1.0,0.75,1.0,0.5,0.557887119167854
1382.0,2.0,1.0,1.0,Mason,Ellis,07-Jun-19,,Sr. Accountant,Ana Henry,mason.ellis@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Admin Offices,Field Operations,Supervisor,Female,27614.0,Widowed,Exceeds,3.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,2476.0,18.0,No,80.0,2.0,Management,,359.0,0,0.0,0.03571428571428571,0.2191358024691358,0.75,1.0,1.0,0.33333333333333326,0.75,0.5613365122086804
2713.0,5.0,2.0,4.0,Abagail,Villanueva,15-Oct-19,,Director of Sales,Whitney Ross,abagail.villanueva@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Aerial,Contracts,Male,92148.0,Married,Fully Meets,3.0,3.0,4.0,3.0,0.0,0.0,8.0,2.0,8734.0,10.0,No,80.0,17.0,Management,,359.0,0,0.0,0.5714285714285714,0.2191358024691358,0.0,0.75,0.25,0.33333333333333326,0.25,0.37724148847772554
3386.0,2.0,1.0,5.0,Darnell,Shelton,25-Nov-19,28-Jan-21,Director of Operations,Alec Phillips,darnell.shelton@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Voluntary,He four soldier employee central term.,Production       ,General - Con,Groundman,Female,45331.0,Widowed,Fully Meets,3.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,6633.0,16.0,Yes,80.0,18.0,Management,25.0,430.0,0,1.0,0.6071428571428571,0.26296296296296295,0.75,1.0,0.0,0.33333333333333326,0.25,0.6137291922421539
1748.0,3.0,2.0,4.0,Ashley,Rose,13-Jan-22,05-Jul-22,Production Technician I,Benjamin Hamilton,ashley.rose@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Retirement,Listen cover book.,Production       ,Underground,Laborer,Female,1886.0,Widowed,Fully Meets,3.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,6861.0,12.0,Yes,80.0,3.0,Management,49.0,173.0,0,1.0,0.07142857142857142,0.10432098765432099,0.5,0.75,0.25,0.33333333333333326,0.25,0.47910509927952977
2979.0,4.0,5.0,4.0,Lauren,Mahoney,26-Feb-22,,Sr. Network Engineer,Jeremy Lucas,lauren.mahoney@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,Safety Manager,Female,2189.0,Widowed,Needs Improvement,3.0,3.0,4.0,3.0,2.0,1.0,7.0,4.0,3098.0,17.0,Yes,80.0,27.0,Project Management,,359.0,0,1.0,0.9285714285714285,0.2191358024691358,0.25,0.0,0.25,0.33333333333333326,0.25,0.4586190860001782
3423.0,4.0,5.0,3.0,Adyson,Strickland,28-Dec-20,,BI Director,Caroline Harris,adyson.strickland@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,Coordinator,Male,35444.0,Widowed,Fully Meets,5.0,3.0,3.0,3.0,6.0,1.0,0.0,1.0,2706.0,18.0,Yes,80.0,9.0,Business Administration,,359.0,0,1.0,0.2857142857142857,0.2191358024691358,0.25,0.0,0.5,0.33333333333333326,0.5,0.38222955893587984
3192.0,5.0,4.0,1.0,Johnathon,Lynch,21-Apr-19,12-Jan-22,Sr. Network Engineer,Alexandra Goodman,johnathon.lynch@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Resignation,Ball they group who.,Production       ,Aerial,Locator,Female,26250.0,Single,Exceeds,3.0,3.0,1.0,4.0,2.0,0.0,1.0,0.0,5779.0,20.0,Yes,80.0,5.0,Management,25.0,997.0,0,1.0,0.14285714285714285,0.6129629629629629,0.0,0.25,1.0,0.0,1.0,0.4058043676891033
1534.0,1.0,1.0,5.0,Ernesto,Madden,27-Feb-22,,Production Technician II,Timothy Jennings,ernesto.madden@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,Operator,Male,11719.0,Married,Fully Meets,3.0,4.0,1.0,2.0,13.0,1.0,12.0,2.0,10475.0,21.0,Yes,80.0,5.0,Management,,359.0,0,1.0,0.14285714285714285,0.2191358024691358,1.0,1.0,0.0,0.6666666666666667,1.0,0.7228647916503113
3701.0,4.0,1.0,4.0,Genesis,Coleman,09-Nov-19,,IT Manager - Infra,Bryan Greer,genesis.coleman@bilearner.com,NEL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Shop (Fleet),Field Technician,Male,35917.0,Single,Fully Meets,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,5189.0,21.0,Yes,80.0,1.0,Technical Engineering,,359.0,1,1.0,0.0,0.2191358024691358,0.25,1.0,0.25,0.33333333333333326,0.25,0.4544185810556964
2161.0,1.0,4.0,3.0,Rodolfo,Franklin,19-May-21,,Production Technician I,Karen Frank,rodolfo.franklin@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,Engineer,Female,61393.0,Single,Exceeds,3.0,2.0,4.0,2.0,7.0,3.0,9.0,3.0,5770.0,19.0,No,80.0,2.0,Engineering,,359.0,0,0.0,0.03571428571428571,0.2191358024691358,1.0,0.25,0.5,0.6666666666666667,0.25,0.3991817136341861
2586.0,2.0,4.0,2.0,Travis,Ozark,15-Apr-20,,IT Manager - Support,Joshua Campbell,travis.ozark@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Sales,Field Operations,Evp,Male,27229.0,Divorced,Needs Improvement,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,9022.0,9.0,Yes,80.0,14.0,Management,,359.0,1,1.0,0.4642857142857143,0.2191358024691358,0.75,0.25,0.75,0.0,0.75,0.5356239602240901
1001.0,2.0,5.0,5.0,Susan,Exantus,29-Aug-19,,Software Engineer,Angela Carlson,susan.exantus@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Software Engineering,Engineers,Engineer,Female,1749.0,Married,Fully Meets,3.0,2.0,4.0,3.0,4.0,0.0,5.0,0.0,5993.0,11.0,Yes,80.0,1.0,Computer Science,,359.0,0,1.0,0.0,0.2191358024691358,0.75,0.0,0.0,0.33333333333333326,0.25,0.33315995809615634
3198.0,1.0,3.0,1.0,Violet,Bennett,04-Jan-23,,Senior BI Developer,Olivia Alexander,violet.bennett@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Con,Locator,Female,77690.0,Married,Fully Meets,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,5884.0,10.0,No,80.0,14.0,Management,,359.0,0,0.0,0.4642857142857143,0.2191358024691358,1.0,0.5,1.0,0.6666666666666667,0.25,0.6120841177232069
2878.0,2.0,3.0,3.0,Shania,Barrera,04-May-21,12-Oct-21,Accountant I,Michael Hopkins,shania.barrera@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Resignation,Back worker why young worry human.,Production       ,General - Sga,Foreman,Male,26501.0,Married,Fully Meets,2.0,3.0,3.0,4.0,2.0,1.0,0.0,3.0,8178.0,15.0,Yes,80.0,4.0,Construction Management,64.0,161.0,0,1.0,0.10714285714285714,0.09691358024691359,0.75,0.5,0.5,0.0,0.5,0.5042173879306046
1676.0,2.0,5.0,1.0,Moises,Day,08-May-23,,Area Sales Manager,Jeremy Ewing,moises.day@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Catv,Foreman,Male,82767.0,Widowed,Fully Meets,3.0,4.0,3.0,2.0,7.0,5.0,2.0,2.0,2329.0,15.0,No,80.0,7.0,Construction Management,,359.0,1,0.0,0.2142857142857143,0.2191358024691358,0.75,0.0,1.0,0.6666666666666667,0.5,0.4725606436654876
2918.0,4.0,3.0,1.0,Brice,Medina,22-Dec-18,21-Jul-22,Production Technician II,Emma Wilson,brice.medina@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Retirement,Organization walk against question.,Production       ,Field Operations,Ceo,Female,2719.0,Widowed,Fully Meets,1.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,8187.0,27.0,No,80.0,28.0,Management,43.0,1307.0,0,0.0,0.9642857142857143,0.804320987654321,0.25,0.5,1.0,1.0,0.25,0.5868194490279599
3166.0,2.0,4.0,1.0,Kenzie,Friedman,06-Aug-19,27-Jul-22,IT Support,Michelle Beasley,kenzie.friedman@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Whatever up again yeah wear red.,Production       ,Field Operations,Director,Female,28796.0,Single,Fully Meets,1.0,3.0,2.0,4.0,2.0,0.0,9.0,1.0,4168.0,16.0,No,80.0,29.0,Management,28.0,1086.0,0,0.0,0.9999999999999999,0.6679012345679013,0.75,0.25,1.0,0.0,0.75,0.5090932124739663
1852.0,3.0,4.0,1.0,Elaine,Moon,15-Feb-19,28-Jul-23,Production Technician I,Christopher Ponce,elaine.moon@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Fall share energy myself.,Production       ,General - Con,Technician,Female,47682.0,Single,PIP,3.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,19943.0,13.0,No,80.0,4.0,Technical Engineering,41.0,1624.0,0,0.0,0.10714285714285714,1.0,0.5,0.25,1.0,0.33333333333333326,1.0,0.3963820280093742
1590.0,5.0,1.0,3.0,Alessandro,Fuller,09-Sep-21,,Production Technician I,Antonio Wilson,alessandro.fuller@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,Foreman,Male,30814.0,Single,Fully Meets,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2319.0,11.0,Yes,80.0,1.0,Construction Management,,359.0,0,1.0,0.0,0.2191358024691358,0.0,1.0,0.5,0.6666666666666667,1.0,0.5983963594684957
2738.0,4.0,3.0,1.0,Kaeden,Branch,07-Feb-19,25-Mar-19,Data Architect,Spencer Larson,kaeden.branch@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Involuntary,Member success us future a song every.,Sales,Field Operations,Analyst,Male,86185.0,Married,Exceeds,3.0,3.0,4.0,1.0,0.0,4.0,5.0,2.0,4030.0,15.0,Yes,80.0,16.0,Management,61.0,46.0,0,1.0,0.5357142857142857,0.025925925925925925,0.25,0.5,1.0,1.0,0.25,0.6698436117504157
1732.0,1.0,5.0,4.0,May,Roberson,02-Jul-21,13-Dec-21,Production Technician II,Samantha Hancock,may.roberson@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,North position film eight. Movement dark turn.,Production       ,Fielders,Engineer,Female,1902.0,Widowed,Fully Meets,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2600.0,15.0,Yes,80.0,11.0,Engineering,60.0,164.0,0,1.0,0.35714285714285715,0.09876543209876544,1.0,0.0,0.25,0.6666666666666667,1.0,0.6107262509782607
3018.0,1.0,1.0,4.0,Alaina,Jenkins,10-Oct-20,23-Jun-23,CIO,John Jordan,alaina.jenkins@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Retirement,Thank person level north none analysis its.,Production       ,Project Management - Con,Cfo,Female,77355.0,Widowed,Fully Meets,3.0,3.0,3.0,2.0,8.0,2.0,3.0,0.0,4234.0,29.0,No,80.0,27.0,Management,49.0,986.0,0,0.0,0.9285714285714285,0.6061728395061728,1.0,1.0,0.25,0.6666666666666667,0.5,0.6538084626877353
